sample_size,model,mae,rmse,smape,n_predictions
1000,sarima,0.9034360966366732,2.955657562377413,3.763137820625096,99
1000,prophet,3.241179709607336,9.13429213444047,12.273377277885729,102
5000,timesfm,0.8199715865285773,1.077242279394319,0.760909621161365,114
5000,sarima,1.0378224219209633,1.518422301499884,0.9854657611896572,114
5000,prophet,1.8195261398263376,2.1471733654121774,1.7373582230860871,114
10000,sarima,1.0680087369061453,1.2768263759377734,0.5005444214914281,114
10000,timesfm,1.4645440620288517,1.898701355561261,0.6801833613021016,114
10000,prophet,2.6240748358791173,3.576191386632809,1.233644810925936,114
